date,region,product,units_sold,unit_price,revenue
2023-02-23,North,Gamma,24,50,1229.7
2023-02-23,South,Alpha,13,20,263.89
2023-02-23,South,Beta,15,35,503.65
2023-02-23,South,Gamma,24,50,1181.21
2023-02-23,East,Alpha,11,20,220.95
2023-02-23,East,Beta,30,35,1130.71
2023-02-23,East,Gamma,14,50,719.14
2023-02-23,West,Alpha,24,20,456.78
2023-02-23,West,Beta,25,35,910.43
2023-02-23,West,Gamma,30,50,1525.3
2023-02-24,North,Alpha,27,20,573.4
2023-02-24,North,Beta,27,35,949.28
2023-02-24,North,Gamma,31,50,1529.91
2023-02-24,South,Alpha,18,20,359.03
2023-02-24,South,Beta,11,35,386.63
2023-02-24,South,Gamma,15,50,785.78
2023-02-24,East,Alpha,16,20,346.5
2023-02-24,East,Beta,19,35,644.71
2023-02-24,East,Gamma,12,50,584.27
2023-02-24,West,Alpha,23,20,453.5
2023-02-24,West,Beta,10,35,345.96
2023-02-24,West,Gamma,37,50,1998.03
2023-02-25,North,Alpha,0,20,0.0
2023-02-25,North,Beta,18,35,650.39
2023-02-25,North,Gamma,19,50,999.21
2023-02-25,South,Alpha,18,20,382.35
2023-02-25,South,Beta,6,35,229.64
2023-02-25,South,Gamma,19,50,1014.34
2023-02-25,East,Alpha,38,20,774.66
2023-02-25,East,Beta,27,35,916.29
2023-02-25,East,Gamma,16,50,780.71
2023-02-25,West,Alpha,18,20,348.03
2023-02-25,West,Beta,14,35,511.16
2023-02-25,West,Gamma,11,50,567.53
2023-02-26,North,Alpha,21,20,422.04
2023-02-26,North,Beta,7,35,245.24
2023-02-26,North,Gamma,18,50,875.1
2023-02-26,South,Alpha,18,20,356.16
2023-02-26,South,Beta,12,35,460.29
2023-02-26,South,Gamma,28,50,1521.04
2023-02-26,East,Alpha,0,20,0.0
2023-02-26,East,Beta,20,35,684.44
2023-02-26,East,Gamma,23,50,1167.8
2023-02-26,West,Alpha,18,20,382.21
2023-02-26,West,Beta,34,35,1196.09
2023-02-26,West,Gamma,24,50,1180.96
2023-02-27,North,Alpha,26,20,514.85
2023-02-27,North,Beta,10,35,368.46
2023-02-27,North,Gamma,41,50,2229.03
2023-02-27,South,Alpha,19,20,400.43
2023-02-27,South,Beta,16,35,562.32
2023-02-27,South,Gamma,17,50,844.03
2023-02-27,East,Alpha,15,20,319.7
2023-02-27,East,Beta,11,35,404.73
2023-02-27,East,Gamma,13,50,646.33
2023-02-27,West,Alpha,33,20,679.17
2023-02-27,West,Beta,22,35,816.95
2023-02-27,West,Gamma,25,50,1293.46
2023-02-28,North,Alpha,30,20,591.46
2023-02-28,North,Beta,18,35,640.86
2023-02-28,North,Gamma,23,50,1134.04
2023-02-28,South,Alpha,22,20,428.35
2023-02-28,South,Beta,25,35,929.23
2023-02-28,South,Gamma,18,50,958.65
2023-02-28,East,Alpha,23,20,463.4
2023-02-28,East,Beta,27,35,980.25
2023-02-28,East,Gamma,15,50,824.15
2023-02-28,West,Alpha,20,20,418.32
2023-02-28,West,Beta,14,35,478.25
2023-02-28,West,Gamma,22,50,1084.2
2023-03-01,North,Alpha,9,20,192.47
2023-03-01,North,Beta,18,35,633.53
2023-03-01,North,Gamma,27,50,1360.08
2023-03-01,South,Alpha,14,20,303.3
2023-03-01,South,Beta,15,35,573.07
2023-03-01,South,Gamma,13,50,637.84
2023-03-01,East,Alpha,19,20,399.8
2023-03-01,East,Beta,34,35,1154.6
2023-03-01,East,Gamma,30,50,1426.28
2023-03-01,West,Alpha,8,20,166.86
2023-03-01,West,Beta,14,35,469.85
2023-03-01,West,Gamma,30,50,1529.23
2023-03-02,North,Alpha,24,20,468.31
2023-03-02,North,Beta,35,35,1225.33
2023-03-02,North,Gamma,27,50,1312.3
2023-03-02,South,Alpha,2,20,40.52
2023-03-02,South,Beta,16,35,583.44
2023-03-02,South,Gamma,19,50,1010.84
2023-03-02,East,Alpha,17,20,344.23
2023-03-02,East,Beta,17,35,594.02
2023-03-02,East,Gamma,31,50,1563.21
2023-03-02,West,Alpha,26,20,566.5
2023-03-02,West,Beta,26,35,894.56
2023-03-02,West,Gamma,14,50,711.96
2023-03-03,North,Alpha,24,20,504.54
2023-03-03,North,Beta,1,35,36.89
2023-03-03,North,Gamma,4,50,215.92
2023-03-03,South,Alpha,7,20,141.22
2023-03-03,South,Beta,26,35,963.15
2023-03-03,South,Gamma,9,50,453.29
2023-03-03,East,Alpha,2,20,41.97
2023-03-03,East,Beta,14,35,508.03
2023-03-03,East,Gamma,3,50,161.99
2023-03-03,West,Alpha,27,20,573.26
2023-03-03,West,Beta,23,35,825.68
2023-03-03,West,Gamma,32,50,1650.71
2023-03-04,North,Alpha,19,20,381.96
2023-03-04,North,Beta,9,35,303.1
2023-03-04,North,Gamma,13,50,670.64
2023-03-04,South,Alpha,29,20,586.58
2023-03-04,South,Beta,28,35,1004.73
2023-03-04,South,Gamma,19,50,1002.08
2023-03-04,East,Alpha,10,20,198.13
2023-03-04,East,Beta,31,35,1092.23
2023-03-04,East,Gamma,26,50,1304.8
2023-03-04,West,Alpha,17,20,348.73
2023-03-04,West,Beta,21,35,727.23
2023-03-04,West,Gamma,19,50,922.83
2023-03-05,North,Alpha,24,20,520.58
2023-03-05,North,Beta,16,35,540.88
2023-03-05,North,Gamma,13,50,665.8
2023-03-05,South,Alpha,22,20,422.95
2023-03-05,South,Beta,26,35,951.57
2023-03-05,South,Gamma,22,50,1092.75
2023-03-05,East,Alpha,7,20,152.03
2023-03-05,East,Beta,14,35,479.35
2023-03-05,East,Gamma,22,50,1065.11
2023-03-05,West,Alpha,6,20,127.31
2023-03-05,West,Beta,20,35,717.14
2023-03-05,West,Gamma,18,50,869.97
2023-03-06,North,Alpha,23,20,471.98
2023-03-06,North,Beta,12,35,402.87
2023-03-06,North,Gamma,21,50,1088.12
2023-03-06,South,Alpha,10,20,191.18
2023-03-06,South,Beta,10,35,364.4
2023-03-06,South,Gamma,27,50,1411.61
2023-03-06,East,Alpha,28,20,588.11
2023-03-06,East,Beta,18,35,600.13
2023-03-06,East,Gamma,5,50,262.39
2023-03-06,West,Alpha,21,20,419.75
2023-03-06,West,Beta,36,35,1296.29
2023-03-06,West,Gamma,22,50,1104.69
2023-03-07,North,Alpha,26,20,561.13
2023-03-07,North,Beta,21,35,709.01
2023-03-07,North,Gamma,0,50,0.0
2023-03-07,South,Alpha,21,20,436.89
2023-03-07,South,Beta,27,35,1033.67
2023-03-07,South,Gamma,14,50,693.71
2023-03-07,East,Alpha,2,20,39.4
2023-03-07,East,Beta,21,35,727.12
2023-03-07,East,Gamma,27,50,1385.64
2023-03-07,West,Alpha,17,20,372.3
2023-03-07,West,Beta,22,35,791.74
2023-03-07,West,Gamma,26,50,1283.46
2023-03-08,North,Alpha,12,20,234.83
2023-03-08,North,Beta,34,35,1144.25
2023-03-08,North,Gamma,16,50,796.89
2023-03-08,South,Alpha,25,20,528.21
2023-03-08,South,Beta,15,35,525.72
2023-03-08,South,Gamma,18,50,964.9
2023-03-08,East,Alpha,23,20,483.85
2023-03-08,East,Beta,16,35,609.49
2023-03-08,East,Gamma,10,50,533.3
2023-03-08,West,Alpha,21,20,446.68
2023-03-08,West,Beta,19,35,665.59
2023-03-08,West,Gamma,16,50,765.99
2023-03-09,North,Alpha,13,20,281.0
2023-03-09,North,Beta,32,35,1210.41
2023-03-09,North,Gamma,29,50,1451.11
2023-03-09,South,Alpha,27,20,513.74
2023-03-09,South,Beta,20,35,751.65
2023-03-09,South,Gamma,18,50,871.88
2023-03-09,East,Alpha,25,20,482.14
2023-03-09,East,Beta,26,35,982.71
2023-03-09,East,Gamma,37,50,1933.48
2023-03-09,West,Alpha,21,20,400.5
2023-03-09,West,Beta,25,35,846.66
2023-03-09,West,Gamma,14,50,723.35
2023-03-10,North,Alpha,19,20,396.51
2023-03-10,North,Beta,36,35,1310.89
2023-03-10,North,Gamma,7,50,346.97
2023-03-10,South,Alpha,5,20,99.75
2023-03-10,South,Beta,18,35,628.2
2023-03-10,South,Gamma,30,50,1649.15
2023-03-10,East,Alpha,23,20,439.07
2023-03-10,East,Beta,29,35,1068.11
2023-03-10,East,Gamma,13,50,628.11
2023-03-10,West,Alpha,24,20,464.41
2023-03-10,West,Beta,33,35,1260.96
2023-03-10,West,Gamma,30,50,1456.08
2023-03-11,North,Alpha,7,20,149.66
2023-03-11,North,Beta,17,35,651.13
2023-03-11,North,Gamma,28,50,1383.89
2023-03-11,South,Alpha,19,20,409.95
2023-03-11,South,Beta,8,35,300.67
2023-03-11,South,Gamma,25,50,1284.8
2023-03-11,East,Alpha,0,20,0.0
2023-03-11,East,Beta,17,35,640.7
2023-03-11,East,Gamma,19,50,1034.58
2023-03-11,West,Alpha,15,20,303.22
2023-03-11,West,Beta,22,35,778.15
2023-03-11,West,Gamma,29,50,1521.78
2023-03-12,North,Alpha,15,20,290.48
2023-03-12,North,Beta,22,35,771.23
2023-03-12,North,Gamma,15,50,740.21
2023-03-12,South,Alpha,30,20,575.33
2023-03-12,South,Beta,12,35,410.39
2023-03-12,South,Gamma,16,50,799.39
2023-03-12,East,Alpha,19,20,415.72
2023-03-12,East,Beta,7,35,259.89
2023-03-12,East,Gamma,19,50,962.57
2023-03-12,West,Alpha,21,20,408.79
2023-03-12,West,Beta,18,35,640.24
2023-03-12,West,Gamma,23,50,1116.52
2023-03-13,North,Alpha,9,20,178.91
2023-03-13,North,Beta,30,35,1075.34
2023-03-13,North,Gamma,14,50,665.05
2023-03-13,South,Alpha,8,20,163.17
2023-03-13,South,Beta,18,35,660.96
2023-03-13,South,Gamma,13,50,706.23
2023-03-13,East,Alpha,19,20,409.26
2023-03-13,East,Beta,15,35,513.04
2023-03-13,East,Gamma,24,50,1248.26
2023-03-13,West,Alpha,29,20,580.34
2023-03-13,West,Beta,18,35,626.87
2023-03-13,West,Gamma,9,50,436.81
2023-03-14,North,Alpha,11,20,209.27
2023-03-14,North,Beta,14,35,536.97
2023-03-14,North,Gamma,11,50,585.89
2023-03-14,South,Alpha,13,20,256.38
2023-03-14,South,Beta,20,35,746.04
2023-03-14,South,Gamma,18,50,970.28
2023-03-14,East,Alpha,28,20,597.09
2023-03-14,East,Beta,31,35,1075.25
2023-03-14,East,Gamma,27,50,1457.41
2023-03-14,West,Alpha,16,20,324.01
2023-03-14,West,Beta,33,35,1190.68
2023-03-14,West,Gamma,9,50,433.07
2023-03-15,North,Alpha,13,20,261.95
2023-03-15,North,Beta,11,35,405.02
2023-03-15,North,Gamma,25,50,1372.27
2023-03-15,South,Alpha,25,20,478.97
2023-03-15,South,Beta,27,35,1002.1
2023-03-15,South,Gamma,7,50,333.21
2023-03-15,East,Alpha,20,20,394.04
2023-03-15,East,Beta,28,35,998.09
2023-03-15,East,Gamma,14,50,746.57
2023-03-15,West,Alpha,34,20,718.56
2023-03-15,West,Beta,22,35,732.83
2023-03-15,West,Gamma,3,50,161.07
2023-03-16,North,Alpha,30,20,643.46
2023-03-16,North,Beta,28,35,974.68
2023-03-16,North,Gamma,12,50,618.45
2023-03-16,South,Alpha,24,20,470.55
2023-03-16,South,Beta,21,35,797.24
2023-03-16,South,Gamma,11,50,581.67
2023-03-16,East,Alpha,2,20,41.06
2023-03-16,East,Beta,22,35,820.48
2023-03-16,East,Gamma,23,50,1096.4
2023-03-16,West,Alpha,32,20,654.44
2023-03-16,West,Beta,27,35,1019.4
2023-03-16,West,Gamma,14,50,679.28
2023-03-17,North,Alpha,21,20,428.84
2023-03-17,North,Beta,29,35,1016.07
2023-03-17,North,Gamma,20,50,993.18
2023-03-17,South,Alpha,19,20,394.17
2023-03-17,South,Beta,22,35,839.54
2023-03-17,South,Gamma,20,50,993.16
2023-03-17,East,Alpha,24,20,504.18
2023-03-17,East,Beta,17,35,639.36
2023-03-17,East,Gamma,25,50,1313.16
2023-03-17,West,Alpha,8,20,175.45
2023-03-17,West,Beta,19,35,706.16
2023-03-17,West,Gamma,22,50,1147.13
2023-03-18,North,Alpha,23,20,441.27
2023-03-18,North,Beta,3,35,113.06
2023-03-18,North,Gamma,21,50,1115.54
2023-03-18,South,Alpha,14,20,272.63
2023-03-18,South,Beta,21,35,748.97
2023-03-18,South,Gamma,30,50,1562.96
2023-03-18,East,Alpha,10,20,195.53
2023-03-18,East,Beta,26,35,973.9
2023-03-18,East,Gamma,20,50,962.36
2023-03-18,West,Alpha,23,20,488.93
2023-03-18,West,Beta,11,35,401.42
2023-03-18,West,Gamma,10,50,488.05
2023-03-19,North,Alpha,29,20,551.18
2023-03-19,North,Beta,19,35,679.75
2023-03-19,North,Gamma,30,50,1483.24
2023-03-19,South,Alpha,14,20,279.03
2023-03-19,South,Beta,14,35,535.41
2023-03-19,South,Gamma,5,50,266.88
2023-03-19,East,Alpha,8,20,163.0
2023-03-19,East,Beta,20,35,744.6
2023-03-19,East,Gamma,16,50,775.42
2023-03-19,West,Alpha,21,20,442.9
2023-03-19,West,Beta,20,35,737.69
2023-03-19,West,Gamma,14,50,712.3
2023-03-20,North,Alpha,9,20,180.77
2023-03-20,North,Beta,18,35,660.09
2023-03-20,North,Gamma,15,50,819.63
2023-03-20,South,Alpha,22,20,463.45
2023-03-20,South,Beta,18,35,641.82
2023-03-20,South,Gamma,17,50,904.81
2023-03-20,East,Alpha,18,20,372.06
2023-03-20,East,Beta,23,35,794.17
2023-03-20,East,Gamma,21,50,1082.7
2023-03-20,West,Alpha,27,20,574.84
2023-03-20,West,Beta,16,35,603.11
2023-03-20,West,Gamma,29,50,1555.16
2023-03-21,North,Alpha,12,20,244.41
2023-03-21,North,Beta,33,35,1180.09
2023-03-21,North,Gamma,25,50,1276.59
2023-03-21,South,Alpha,23,20,462.3
2023-03-21,South,Beta,15,35,549.68
2023-03-21,South,Gamma,7,50,341.09
2023-03-21,East,Alpha,18,20,357.28
2023-03-21,East,Beta,17,35,597.44
2023-03-21,East,Gamma,19,50,947.15
2023-03-21,West,Alpha,27,20,525.86
2023-03-21,West,Beta,25,35,850.31
2023-03-21,West,Gamma,24,50,1173.37
2023-03-22,North,Alpha,19,20,381.25
2023-03-22,North,Beta,2,35,74.01
2023-03-22,North,Gamma,12,50,651.78
2023-03-22,South,Alpha,35,20,669.14
2023-03-22,South,Beta,18,35,650.06
2023-03-22,South,Gamma,32,50,1611.98
2023-03-22,East,Alpha,29,20,598.17
2023-03-22,East,Beta,23,35,819.45
2023-03-22,East,Gamma,18,50,926.8
2023-03-22,West,Alpha,17,20,325.02
2023-03-22,West,Beta,25,35,959.99
2023-03-22,West,Gamma,14,50,761.21
2023-03-23,North,Alpha,17,20,362.89
2023-03-23,North,Beta,29,35,1062.96
2023-03-23,North,Gamma,31,50,1521.26
2023-03-23,South,Alpha,0,20,0.0
2023-03-23,South,Beta,20,35,767.91
2023-03-23,South,Gamma,12,50,639.0
2023-03-23,East,Alpha,11,20,218.14
2023-03-23,East,Beta,27,35,971.39
2023-03-23,East,Gamma,13,50,643.75
2023-03-23,West,Alpha,31,20,599.65
2023-03-23,West,Beta,15,35,573.35
2023-03-23,West,Gamma,20,50,998.84
2023-03-24,North,Alpha,22,20,429.27
2023-03-24,North,Beta,13,35,447.89
2023-03-24,North,Gamma,19,50,954.85
2023-03-24,South,Alpha,13,20,250.39
2023-03-24,South,Beta,23,35,845.1
2023-03-24,South,Gamma,23,50,1161.22
2023-03-24,East,Alpha,10,20,208.04
2023-03-24,East,Beta,17,35,569.14
2023-03-24,East,Gamma,34,50,1856.02
2023-03-24,West,Alpha,22,20,433.15
2023-03-24,West,Beta,26,35,967.02
2023-03-24,West,Gamma,15,50,736.73
2023-03-25,North,Alpha,34,20,696.13
2023-03-25,North,Beta,31,35,1093.01
2023-03-25,North,Gamma,11,50,557.21
2023-03-25,South,Alpha,13,20,263.13
2023-03-25,South,Beta,18,35,637.12
2023-03-25,South,Gamma,12,50,582.16
2023-03-25,East,Alpha,23,20,461.08
2023-03-25,East,Beta,12,35,408.0
2023-03-25,East,Gamma,9,50,491.0
2023-03-25,West,Alpha,29,20,619.34
2023-03-25,West,Beta,32,35,1154.93
2023-03-25,West,Gamma,14,50,733.93
2023-03-26,North,Alpha,19,20,390.71
2023-03-26,North,Beta,17,35,570.64
2023-03-26,North,Gamma,23,50,1193.14
2023-03-26,South,Alpha,14,20,275.03
2023-03-26,South,Beta,19,35,650.93
2023-03-26,South,Gamma,25,50,1256.56
2023-03-26,East,Alpha,23,20,484.91
2023-03-26,East,Beta,25,35,918.59
2023-03-26,East,Gamma,19,50,936.91
2023-03-26,West,Alpha,24,20,479.33
2023-03-26,West,Beta,10,35,374.56
2023-03-26,West,Gamma,15,50,797.81
2023-03-27,North,Alpha,18,20,362.38
2023-03-27,North,Beta,24,35,862.0
2023-03-27,North,Gamma,9,50,477.75
2023-03-27,South,Alpha,21,20,423.24
2023-03-27,South,Beta,28,35,988.45
2023-03-27,South,Gamma,16,50,879.56
2023-03-27,East,Alpha,18,20,373.27
2023-03-27,East,Beta,38,35,1325.79
2023-03-27,East,Gamma,8,50,432.75
2023-03-27,West,Alpha,29,20,565.11
2023-03-27,West,Beta,16,35,589.25
2023-03-27,West,Gamma,30,50,1576.66
2023-03-28,North,Alpha,12,20,238.13
2023-03-28,North,Beta,26,35,885.06
2023-03-28,North,Gamma,12,50,628.35
2023-03-28,South,Alpha,15,20,297.49
2023-03-28,South,Beta,29,35,1014.7
2023-03-28,South,Gamma,10,50,508.16
2023-03-28,East,Alpha,23,20,459.85
2023-03-28,East,Beta,14,35,471.64
2023-03-28,East,Gamma,6,50,329.99
2023-03-28,West,Alpha,20,20,408.17
2023-03-28,West,Beta,24,35,819.44
2023-03-28,West,Gamma,24,50,1191.38
2023-03-29,North,Alpha,21,20,434.19
2023-03-29,North,Beta,16,35,582.48
2023-03-29,North,Gamma,19,50,925.16
2023-03-29,South,Alpha,26,20,561.06
2023-03-29,South,Beta,33,35,1247.3
2023-03-29,South,Gamma,13,50,682.95
2023-03-29,East,Alpha,26,20,542.98
2023-03-29,East,Beta,16,35,566.66
2023-03-29,East,Gamma,18,50,953.8
2023-03-29,West,Alpha,16,20,341.08
2023-03-29,West,Beta,28,35,983.99
2023-03-29,West,Gamma,17,50,923.31
2023-03-30,North,Alpha,22,20,420.94
2023-03-30,North,Beta,12,35,445.72
2023-03-30,North,Gamma,15,50,790.21
2023-03-30,South,Alpha,14,20,284.51
2023-03-30,South,Beta,36,35,1249.44
2023-03-30,South,Gamma,6,50,326.63
2023-03-30,East,Alpha,20,20,430.93
2023-03-30,East,Beta,33,35,1226.06
2023-03-30,East,Gamma,6,50,328.8
2023-03-30,West,Alpha,34,20,725.12
2023-03-30,West,Beta,24,35,833.18
2023-03-30,West,Gamma,37,50,1941.2
2023-03-31,North,Alpha,11,20,225.47
2023-03-31,North,Beta,17,35,582.96
2023-03-31,North,Gamma,32,50,1718.3
2023-03-31,South,Alpha,15,20,328.77
2023-03-31,South,Beta,24,35,916.29
2023-03-31,South,Gamma,22,50,1149.23
2023-03-31,East,Alpha,23,20,446.53
2023-03-31,East,Beta,22,35,759.89
2023-03-31,East,Gamma,26,50,1340.13
2023-03-31,West,Alpha,25,20,526.21
2023-03-31,West,Beta,19,35,670.34
2023-03-31,West,Gamma,0,50,0.0
2023-04-01,North,Alpha,0,20,0.0
2023-04-01,North,Beta,25,35,940.61
2023-04-01,North,Gamma,18,50,928.12
2023-04-01,South,Alpha,30,20,638.84
2023-04-01,South,Beta,19,35,688.29
2023-04-01,South,Gamma,21,50,1095.44
2023-04-01,East,Alpha,18,20,378.37
2023-04-01,East,Beta,13,35,435.26
2023-04-01,East,Gamma,16,50,817.47
2023-04-01,West,Alpha,4,20,83.24
2023-04-01,West,Beta,13,35,485.45
2023-04-01,West,Gamma,19,50,978.57
2023-04-02,North,Alpha,33,20,678.32
2023-04-02,North,Beta,15,35,505.75
2023-04-02,North,Gamma,26,50,1412.54
2023-04-02,South,Alpha,29,20,587.2
2023-04-02,South,Beta,16,35,537.82
2023-04-02,South,Gamma,24,50,1178.64
2023-04-02,East,Alpha,21,20,401.66
2023-04-02,East,Beta,20,35,724.48
2023-04-02,East,Gamma,18,50,917.47
2023-04-02,West,Alpha,40,20,855.61
2023-04-02,West,Beta,4,35,144.57
2023-04-02,West,Gamma,23,50,1225.41
2023-04-03,North,Alpha,10,20,210.04
2023-04-03,North,Beta,27,35,942.03
2023-04-03,North,Gamma,34,50,1798.05
2023-04-03,South,Alpha,26,20,543.12
2023-04-03,South,Beta,8,35,277.29
2023-04-03,South,Gamma,23,50,1093.22
2023-04-03,East,Alpha,41,20,879.53
2023-04-03,East,Beta,35,35,1184.54
2023-04-03,East,Gamma,20,50,1030.72
2023-04-03,West,Alpha,34,20,680.65
2023-04-03,West,Beta,20,35,694.28
2023-04-03,West,Gamma,26,50,1380.9
2023-04-04,North,Alpha,18,20,388.66
2023-04-04,North,Beta,28,35,1002.02
2023-04-04,North,Gamma,23,50,1185.47
2023-04-04,South,Alpha,24,20,471.6
2023-04-04,South,Beta,12,35,419.86
2023-04-04,South,Gamma,31,50,1634.38
2023-04-04,East,Alpha,11,20,213.59
2023-04-04,East,Beta,9,35,316.68
2023-04-04,East,Gamma,28,50,1383.14
2023-04-04,West,Alpha,26,20,542.37
2023-04-04,West,Beta,19,35,661.63
2023-04-04,West,Gamma,20,50,983.41
2023-04-05,North,Alpha,22,20,473.61
2023-04-05,North,Beta,14,35,537.43
2023-04-05,North,Gamma,11,50,528.6
2023-04-05,South,Alpha,24,20,480.02
2023-04-05,South,Beta,19,35,731.37
2023-04-05,South,Gamma,21,50,1037.56
2023-04-05,East,Alpha,12,20,253.43
2023-04-05,East,Beta,19,35,722.92
2023-04-05,East,Gamma,15,50,797.0
2023-04-05,West,Alpha,20,20,384.04
2023-04-05,West,Beta,29,35,1103.47
2023-04-05,West,Gamma,23,50,1207.64
2023-04-06,North,Alpha,6,20,116.29
2023-04-06,North,Beta,17,35,566.59
2023-04-06,North,Gamma,36,50,1899.06
2023-04-06,South,Alpha,26,20,567.89
2023-04-06,South,Beta,24,35,868.58
2023-04-06,South,Gamma,11,50,533.5
2023-04-06,East,Alpha,20,20,410.95
2023-04-06,East,Beta,14,35,486.84
2023-04-06,East,Gamma,19,50,970.57
2023-04-06,West,Alpha,15,20,329.44
2023-04-06,West,Beta,8,35,276.2
2023-04-06,West,Gamma,23,50,1199.41
2023-04-07,North,Alpha,10,20,214.08
2023-04-07,North,Beta,24,35,856.73
2023-04-07,North,Gamma,25,50,1201.13
2023-04-07,South,Alpha,20,20,390.29
2023-04-07,South,Beta,28,35,983.58
2023-04-07,South,Gamma,12,50,607.9
2023-04-07,East,Alpha,11,20,226.71
2023-04-07,East,Beta,12,35,436.06
2023-04-07,East,Gamma,15,50,775.72
2023-04-07,West,Alpha,16,20,340.88
2023-04-07,West,Beta,14,35,501.41
2023-04-07,West,Gamma,16,50,845.56
2023-04-08,North,Alpha,17,20,355.88
2023-04-08,North,Beta,14,35,524.18
2023-04-08,North,Gamma,28,50,1536.91
2023-04-08,South,Alpha,34,20,671.97
2023-04-08,South,Beta,22,35,754.13
2023-04-08,South,Gamma,3,50,150.23
2023-04-08,East,Alpha,21,20,451.47
2023-04-08,East,Beta,25,35,887.98
2023-04-08,East,Gamma,19,50,1028.13
2023-04-08,West,Alpha,19,20,376.69
2023-04-08,West,Beta,25,35,884.17
2023-04-08,West,Gamma,11,50,591.21
2023-04-09,North,Alpha,22,20,454.0
2023-04-09,North,Beta,18,35,633.54
2023-04-09,North,Gamma,24,50,1172.13
2023-04-09,South,Alpha,0,20,0.0
2023-04-09,South,Beta,19,35,652.8
2023-04-09,South,Gamma,12,50,583.91
2023-04-09,East,Alpha,16,20,317.31
2023-04-09,East,Beta,9,35,335.67
2023-04-09,East,Gamma,18,50,908.65
2023-04-09,West,Alpha,14,20,267.07
2023-04-09,West,Beta,10,35,335.0
2023-04-09,West,Gamma,0,50,0.0
2023-04-10,North,Alpha,11,20,234.89
2023-04-10,North,Beta,14,35,528.0
2023-04-10,North,Gamma,22,50,1192.53
2023-04-10,South,Alpha,21,20,412.78
2023-04-10,South,Beta,16,35,560.87
2023-04-10,South,Gamma,15,50,743.55
2023-04-10,East,Alpha,23,20,438.23
2023-04-10,East,Beta,19,35,657.92
2023-04-10,East,Gamma,0,50,0.0
2023-04-10,West,Alpha,21,20,441.79
2023-04-10,West,Beta,27,35,979.9
2023-04-10,West,Gamma,28,50,1330.37
2023-04-11,North,Alpha,15,20,303.72
2023-04-11,North,Beta,7,35,263.79
2023-04-11,North,Gamma,17,50,827.63
2023-04-11,South,Alpha,14,20,266.08
2023-04-11,South,Beta,26,35,880.96
2023-04-11,South,Gamma,9,50,436.72
2023-04-11,East,Alpha,12,20,248.66
2023-04-11,East,Beta,17,35,577.37
2023-04-11,East,Gamma,19,50,981.78
2023-04-11,West,Alpha,12,20,245.07
2023-04-11,West,Beta,34,35,1250.27
2023-04-11,West,Gamma,19,50,1031.81
2023-04-12,North,Alpha,16,20,319.13
2023-04-12,North,Beta,20,35,695.11
2023-04-12,North,Gamma,30,50,1444.18
2023-04-12,South,Alpha,22,20,436.48
2023-04-12,South,Beta,20,35,752.87
2023-04-12,South,Gamma,11,50,557.76
2023-04-12,East,Alpha,10,20,217.89
2023-04-12,East,Beta,27,35,915.53
2023-04-12,East,Gamma,17,50,933.86
2023-04-12,West,Alpha,19,20,393.8
2023-04-12,West,Beta,12,35,441.62
2023-04-12,West,Gamma,23,50,1210.27
2023-04-13,North,Alpha,24,20,490.58
2023-04-13,North,Beta,22,35,750.52
2023-04-13,North,Gamma,14,50,691.59
2023-04-13,South,Alpha,15,20,287.53
2023-04-13,South,Beta,14,35,536.56
2023-04-13,South,Gamma,4,50,214.93
2023-04-13,East,Alpha,26,20,514.16
2023-04-13,East,Beta,11,35,382.82
2023-04-13,East,Gamma,27,50,1373.83
2023-04-13,West,Alpha,23,20,491.52
2023-04-13,West,Beta,8,35,267.85
2023-04-13,West,Gamma,6,50,303.54
2023-04-14,North,Alpha,15,20,295.08
2023-04-14,North,Beta,20,35,718.7
2023-04-14,North,Gamma,22,50,1126.68
2023-04-14,South,Alpha,23,20,493.46
2023-04-14,South,Beta,34,35,1180.72
2023-04-14,South,Gamma,12,50,624.68
2023-04-14,East,Alpha,20,20,408.82
2023-04-14,East,Beta,17,35,614.15
2023-04-14,East,Gamma,23,50,1209.41
2023-04-14,West,Alpha,22,20,450.02
2023-04-14,West,Beta,19,35,707.86
2023-04-14,West,Gamma,19,50,951.79
2023-04-15,North,Alpha,21,20,428.69
2023-04-15,North,Beta,10,35,364.11
2023-04-15,North,Gamma,20,50,1097.72
2023-04-15,South,Alpha,7,20,153.4
2023-04-15,South,Beta,7,35,260.77
2023-04-15,South,Gamma,14,50,673.05
2023-04-15,East,Alpha,5,20,106.44
2023-04-15,East,Beta,14,35,480.3
2023-04-15,East,Gamma,20,50,1015.17
2023-04-15,West,Alpha,9,20,196.98
2023-04-15,West,Beta,15,35,512.62
2023-04-15,West,Gamma,12,50,638.46
2023-04-16,North,Alpha,21,20,450.87
2023-04-16,North,Beta,18,35,639.52
2023-04-16,North,Gamma,28,50,1420.5
2023-04-16,South,Alpha,12,20,244.17
2023-04-16,South,Beta,17,35,630.99
2023-04-16,South,Gamma,19,50,1012.08
2023-04-16,East,Alpha,28,20,537.39
2023-04-16,East,Beta,21,35,780.88
2023-04-16,East,Gamma,22,50,1083.64
2023-04-16,West,Alpha,7,20,137.49
2023-04-16,West,Beta,25,35,871.9
2023-04-16,West,Gamma,29,50,1469.84
2023-04-17,North,Alpha,18,20,379.69
2023-04-17,North,Beta,15,35,525.88
2023-04-17,North,Gamma,23,50,1207.8
2023-04-17,South,Alpha,31,20,619.57
2023-04-17,South,Beta,10,35,353.17
